,index,company,date,link,location,sallary,summary,title,text
76,6,"
        PeerNova",21 days ago,https://www.indeed.com/rc/clk?jk=ed4a28b0c8311d96&fccid=185dd8e0e201a57e&vjs=3,"San Jose, CA",,"
            Cuneiform smart contracts are written in a Domain Specific Language (DSL) which can be compiled to Ethereum bytecode and executed by an Ethereum Virtual Machine...","
Product Manager - Smart Contracts and DApps
","
• Develop deep understanding of customer business drivers and pain-points so you can identify and prioritize product features that deliver maximum value to customers
• Create and own the product roadmap for Cuneiform’s Smart Contracts Framework and DApp capabilities.
• Drive design strategy for Smart Contracts framework capability: Templatized tools, Pluggable consensus policies,non-functional factors to consider (Identity management, security, scalability, maintainability, reliability), DApp Lifecycle Management
• Constantly communicate with customers via appropriate channels (face-to-face, video, audio, email) to ensure customers are actively engaged in product development - from problem analysis through solution hypothesis to pre-release beta testing and beyond.
• Drive feature prioritization of backlog items and shepherd them through the product development pipeline
• Create detailed customer problem analysis to clearly articulate benefits that feature delivers customers in a measurable way
• Define MVP scope for your features and have a clear vision of what benefits the MVP delivers to customers
• Partner with Engineering teams to create solution hypothesis, mockups and interactive workflows and iterate them using customer reviews/feedback
• Create detailed user stories, mockups and wireframes (where needed), and acceptance criteria to effectively communicate requirements to Engineering teams
• Stay on top of progress of all deliverables for your features: you are the “go to” person for your feature to all stakeholders - CEO, customers, engineers, sales teams, peer PMs
• Develop sample applications, demos and detailed “How To” and “Getting Started” guides to drive user education and adoption of Cuneiform Smart Contracts and DApps
• Create marketing collateral for your features as well as broader product and positioning collateral as directed by management
• Support all post-release activities related to your features.
• You possess all the traits in the Required Traits section above.
• You have a firm understanding of critical technology factors in designing permissioned enterprise blockchain networks
• You have direct hands-on experience building DApps and smart contracts on leading blockchain platforms like Ethereum or Hyperledger Fabric (both would be a bonus) using languages like GoLang, Java, Solidity, etc.
• You are familiar with Big Data, Cloud, blockchain technologies, applications and use-cases
• You are ready to travel both domestically and internationally to meet with clients and partners on an as-needed basis
• Bonus: building blockchain apps for permissioned networks like those applicable to Financial services/Capital Markets vertical

Are you passionate about solving complex business problems and real world challenges? Do you thrive in a dynamic startup work environment that constantly pushes you to be the best you can be? Are you ready to work with motivated colleagues and veteran entrepreneurs who strive for excellence in everything they do?Define the future of Financial Systems by innovating at the juncture of technologies of Blockchain and Big Data. Blockchain is the core of the technology that underpins cryptocurrencies. This “new” financial revolution is changing how any financial instrument like securities, derivatives, etc. are traded and settled in Wall Street and around the world. Blockchain’s mathematical verification of underlying data simplifies audit and regulatory compliance and reduces billions of dollars spent in these functions. Financial institutions are looking to leverage big data solutions as systems of record for risk analysis and decision-making more now than ever before. Come, join this revolution!What to expect as a PeerNova Product ManagerJoin our fast-paced energetic Product Management team as we build the next generation enterprise blockchain platform. Product Managers at PeerNova are not just Managers, they are Product Owners. You are not just a cog in the wheel as you would be in a larger company. Here at PeerNova, you are entrusted with complete and independent ownership of one or more capabilities - capabilities like Analytics, Workbench, Lineage, Smart Contract framework, DLT network governance, etc. Your responsibilities encompass the entire gamut of product management activities ranging from customer research and roadmap planning through iteratively building out full-fledged features and capabilities to delivering them to our customers. You will be extremely busy, but at the end of every day you will have a sense of accomplishment. Every day will be different. You may be driving feature prioritization meetings, working on a value prop deck the CEO asked you to put together, create user stories for an upcoming release, perform acceptance testing for the current release, review UX prototypes with a UX designer, create marketing collateral, all on the same day. You will interact with Product, Operations and IT leaders of Global Financial Institutions around the world. On a needed basis, you will be traveling to meet with clients in New York, London, Zurich, Singapore and other major financial hubs to discuss feature sets and priorities. As you have probably realized already, your job will be anything but boring. You will work with some of the smartest engineers on the planet who have previously worked at Google, Apple, Yahoo and other leading companies. The company has a flat organizational structure and you will interact daily with the CEO and and the Executive team. Your contribution will be visible across the organization immediately, without relying on the typical end of year evaluations at larger organizations, though we have them too. Decision-making is fast, without any of the bureaucratic overhead that larger companies face.Required Traits for a PeerNova Product ManagerGiven the high degree of responsibilities that you will be entrusted with alongwith the broad scope of activities you will be managing, certain traits are critical success factors for a PeerNova Product Manager. Some of the key ones are below:Product ownership implies that you are the “go to” person for your area and is recognized as such by everybody - the CEO, your peers in the Product and Engineering teams, sales teams, and customers. This requires you to not only be knowledgeable in all aspects of your job, but also be thoroughly abreast of market needs, competitive offerings and industry trends. Synthesizing information from various sources requires you to be an expert in critical thinking.Product Managers represent the voice of the customer. This requires PMs to possess deep empathy to understand customer motivations, pain-points and operating environments. PMs also require empathy to understand constraints that Engineering teams may have and be able to balance the interests of multiple stakeholders. Empathy is a critical trait for PMs.At PeerNova, you will not be micromanaged. This means you are expected to be a self-starter at every task, big or small, that you are entrusted with, without waiting for your manager to tell you what the next steps are. You should be able to get started with minimal guidance and use your ingenuity and critical thinking skills to chart a way forward at each step. You need to have a bias for action and not only be comfortable, but thrive in an environment where decisions have to be made with limited or ambiguous information.You are expected to possess excellent interpersonal and communication skills to effectively converse with customers as well as Engineering teams, Sales, peer PMs and the Executive team to set and manage expectations, discuss dependencies and tradeoffs, communicate customer needs, position your product features, etc.You are expected to roll up your sleeves and be hands-on in all aspects of your job. Creating wireframes, testing, installing local builds are all tasks that our PMs excel at.You should be fully comfortable at working simultaneously on multiple high-priority tasks, and at a fast pace. At the same time, you need to be able to adapt to any change in direction that can happen due to any number of factors like new customer requests, strategic repositioning, technological shifts, etc.You should be an expert in driving towards MVPs (Minimum Viable Product) for each of the features/capabilities you own. All activities you plan should be geared towards the end goal of shipping product, of the highest quality, as quickly as possible.The specific roleThe Product Manager - Smart Contracts and DApps will own and manage the roadmap for the Smart Contracts Framework capability. Our Smart Contracts Framework provides the tools and technology foundation for customers to define, test and deploy smart contracts on the Cuneiform platform. Cuneiform smart contracts are written in a Domain Specific Language (DSL) which can be compiled to Ethereum bytecode and executed by an Ethereum Virtual Machine (EVM). Cuneiform smart contract definitions include not only business logic, but associated state changes and protocols - who can participate in a transaction, what conditions constitute transaction finality, what consensus model is applicable, the set of states associated with specific transactions, etc. You will be responsible for designing value-added smart contract features: create tools that enable business users to create financial assets in Cuneiform, define financial transactions involving assets on the blockchain, specify states and state transitions, define consensus policies, etc. via a self-serve templatized, intuitive user interface. How will users write distributed applications (DApps) and invoke smart contract functions? How will the smart contracts and DApps be deployed to the network? What are the critical non-functional factors to consider: Identity management, security, scalability, maintainability, reliability? What do we optimize for in our Smart Contract framework? What client libraries are users required to install? What sample applications do we need to build to help drive adoption? These are some of the varied topics you will be tackling.Key ResponsibilitiesMinimum Requirements"
77,7,"

        IBM",22 days ago,https://www.indeed.com/rc/clk?jk=9061facd8f3a65e7&fccid=de71a49b535e21cb&vjs=3,"Washington, DC 20001 (Shaw area)",,"
            Understanding of Hyperledger Fabric, some Ethereum Solidity and other DLT related solutions. Develop crypto libraries that will interact with a variety of...","
Blockchain Developer/Cybersecurity Analyst
","IBM Global Business Services (GBS) is a team of business, strategy and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries.

Bottom line? We outthink ordinary. Discover what you can do at IBM.

The Public Service Sector consulting practice is a trusted advisor to federal, state and local governments, partnering to meet challenges and responding quickly to citizen demands, business needs, new economic conditions, and changing legislative priorities and policies.

Blockchain developer/Security Analyst will be responsible for the following duties:
• Development and support of Identity and Security Platform for customer-facing applications.
• Analysis of the source code of the application.
• Analysis and definition of security requirements for applications and systems.
• Preparation of application security reports, collaboration with the development team.
• Involved with developing and maintaining authentication and authorization services.
• Develop crypto libraries that will interact with a variety of blockchains, including Hyperledger Fabric and Ethereum.

Health Insurance. Paid time off. Corporate Holidays. Sick leave. Family planning. Financial Guidance. Competitive 401K. Training and Learning. We continue to expand our benefits and programs, offering some of the best support, guidance and coverage for a diverse employee population.

Our goal is to be essential to the world, which starts with our people. Company wide we kicked off an internal talent strategy program called Go Organic. At our core, we are committed to believing and investing in our workforce through:
• Finding the dream job at IBM: navigating our company with the potential for many careers by channeling an employee’s strengths and career aspirations

In 2015, Go Organic filled approximately 50% of our open positions with internal talent that were promoted into the role.

With an employee population of 375,000 in over 170 countries, amazingly we connect, collaborate, and care. IBMers drive a corporate culture of shared responsibility. We love grand challenges and everyday improvements for our company and for the world. We care about each other, our clients, and the communities we live, work, and play in!
• Knowledge of Web Application Security and Federation of identities.
• Knowledge of Identity Management tools such as identity Servers, Active Directory or other IAM solutions.
• Understanding of Hyperledger Fabric, some Ethereum Solidity and other DLT related solutions.
• Knowledge of decentralized technologies and DIDs, Sovrin Indy, verifiable credentials and other related protocols.

IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
78,8,"
        Bitcoin Depot",21 days ago,https://www.indeed.com/rc/clk?jk=34aab0443c6fc3db&fccid=fea8b2b81be27766&vjs=3,"Atlanta, GA",,"
            Bitcoin Depot is the fastest growing multi-cryptocurrency ATM Network offering users the ability to buy and sell Bitcoin, Litecoin, Ethereum, and Bitcoin Cash...","
Full Stack Senior Software Developer
","SUMMARY:

 

 We are looking for a full stack senior developer to improve and maintain our production code. The main qualifications for this position are experience with Node, React, web development (such as Webpack Deployment), and intimate knowledge of AWS infrastructure, primarily Lambda, Dynamo, and Cloudformation.

The ideal candidate will be a generalist who can quickly adapt to changing priorities, as well as have a capability to work on new projects from scratch and existing projects. We want a team player who can work well with others, clearly communicate priorities to both technical and non technical managers, and has experience working with strict deadlines.

Bitcoin Depot is the fastest growing multi-cryptocurrency ATM Network offering users the ability to buy and sell Bitcoin, Litecoin, Ethereum, and Bitcoin Cash instantly at hundreds of locations across the United States. Join us to help make 2019 our best year yet!

DUTIES AND RESPONSIBILITIES:

 

 Maintain, add features, and improve (refactor/document) our current software projects:

Design, develop, and implement future projectsClearly communicate costs, priorities, and options to non-technical management"
79,9,"

        Consensys",26 days ago,https://www.indeed.com/rc/clk?jk=0298efe1441c910a&fccid=c3c98aa2beea188e&vjs=3,"Brooklyn, NY",,"
            Experience working with blockchain and/or Ethereum, and passion for decentralization. The Developer Evangelist is responsible for helping to create an active,...","
Developer Evangelist (PegaSys)
","
• Grow adoption of Pantheon and other PegaSys tools through advocacy and promotion
• Engage regularly with the community via Slack, forums, Meetups, and trainings
• Engage with developers on client and partner teams as well as the Ethereum community at large
• Capture feedback from users and partners to help translate into requirements for the product and documentation
• Generate developer content such as blog posts, troubleshooting/FAQ, case studies, and webinars
• Work with the marketing team to identify initiatives such as developer conferences, webinars and technical event sponsorship
• Pursue general open source growth opportunities and best practices, such as bug reports, bounties programs, and sandboxes
• 4-6 years experience in the software industry working as a developer, evangelist, or dev-tools expert
• Passion for developing expertise in a subject and engaging users
• Ability to engage with both engineering teams and enterprise/industry partners
• Excellent communications skills, including speaking at conferences, giving trainings, and articulating feedback (written/verbal) to internal teams
• Passion for building community around the world
• Must be willing to travel regularly
• Experience working with blockchain and/or Ethereum, and passion for decentralization
• Knowledge of software go-to-market, such as with cloud/infrastructure, ISVs, etc

NYCThe Developer Evangelist is responsible for helping to create an active, welcoming community around our Pantheon Ethereum client. The Evangelist will also act as a hub among development teams, engineers, documentation writers, and support teams in sharing feedback from the community and having simple questions answered.The Evangelist will act as an advocate for Pantheon and PegaSys tools generally, including representing PegaSys at conferences, through demos and weekly calls, and on digital channels such as Stack Overflow or Reddit. The Developer Evangelist will actively monitor our repos to ensure community developers are engaged, as well as work with outside projects to find opportunities toKey ResponsibilitiesRequired CriteriaPreferred"
80,0,"
        Coin Metrics",27 days ago,https://www.indeed.com/company/Coin-Metrics/jobs/Senior-a12aadc80be10c27?fccid=b4138f5cf9e22595&vjs=3,"Cambridge, MA 02142 (East Cambridge area)",,"
            Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public...","
Senior / Lead Back End Developer
","Coin Metrics is a leading venture-backed provider of transparent and actionable crypto asset market and network data. We deliver mature data across multiple formats to various industry stakeholders including financial enterprises, funds, media and research outlets, and data/application providers. Coin Metrics’ data empowers its clients and the public to better understand, value, use, and ultimately steward public crypto networks

Coin Metrics is recruiting two (2) Senior / Lead Back End Developer to work on our back end systems including cloud-based servers, databases, and APIs. Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public cryptocurrency blockchains like Bitcoin and Ethereum and other crypto networks. You will be surrounded by talented people passionate about decentralized economies and the data behind them. Break new ground, create exciting new data-driven research and products, and help shape future economies.

Title and responsibilities will be commensurate with experience but may include the following:
• Work to enhance the scalability, availability, and reliability of our back end systems including cloud-based servers, databases, and APIs
• Write integration and unit tests and participate in code reviews
• Design, document, and implement infrastructure and design plans with clear decision-making and rationale
• Coordinate and communicate with technical and non-technical peers
• Work with data scientists to develop and implement automated data testing processes or programs
• Work with Dev Ops to develop and align monitoring systems and processes to ensure uptime and availability of back end system
• Bachelor’s degree in Computer Science or a related field, or relevant work experience
• Advanced knowledge of at least one mainstream statically typed programming language (Java, C#, C++, Go etc.)
• Strong sense of ownership, entrepreneurial spirit, and/or startup-like experience, capable of driving towards solutions independently while seeking feedback when appropriate
• Required: strong attention to detail with capability to write tests
• Advanced degree in Computer Science or a related field, or relevant work experience
• At least 2 years in a senior or lead development role
• Knowledge of blockchain and related networks and their data structures
• Experience with financial market data, market data feeds (e.g. FIX protocol) and related products and back end systems"
81,1,"

        Consensys",26 days ago,https://www.indeed.com/rc/clk?jk=05b7780deb70e7d7&fccid=c3c98aa2beea188e&vjs=3,"Brooklyn, NY",,"
            Knowledge/passion for blockchain and/or Ethereum. We are creating open-source tools for developers in both enterprises and in the Ethereum community, and want...","
Digital Marketing Specialist (PegaSys)
","
• Developing and executing a holistic digital media strategy across all our channels to achieve key goals such as growing the user base and increasing traffic
• Identifying opportunities to expand our marketing reach, especially to enterprises
• Identifying and targeting customers for our various products
• Crafting key messaging for our respective audiences, including developers, users, and enterprises
• Setting up and managing advertising campaigns across paid (e.g., Google AdWords) and organic (e.g., social, content) marketing
• Making recommendations for ways to improve our engagement and conversion
• Broad experience including multiple channels such as social media, content strategy, marketing automation, and SEO
• Analytical mind-set with ability to translate marketing data into actionable insights
• Knowledge or experience working on marketing for software or technology products/teams
• Self-starter who can complete tasks with minimal supervision
• Photoshop and Wordpress are highly useful

PegaSys is seeking a digital marketing lead to help us further adopt our blockchain software. We are creating open-source tools for developers in both enterprises and in the Ethereum community, and want to pursue all potential avenues that increase the adoption of our software with the goal to convert these to full-scale enterprise users."
82,2,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=6b93a86a7f08ebab&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            Knowledge of Ethereum and Bitcoin blockchains a plus. Axoni develops novel blockchain solutions while focusing on the capital markets industry....","
Software Engineer (all levels)
","Axoni develops novel blockchain solutions while focusing on the capital markets industry. In various production implementations, we have demonstrated that our blockchain software can serve multiple asset classes and use cases at the world’s most advanced financial institutions. Join us in our mission to further strengthen and scale our system and develop new blockchain solutions. We’re excited to have you become part of our high-performing team of software engineers.

This role has an emphasis on clean software development, algorithm design, as well as the development of scalable high-throughput systems. We’ve created a collaborative culture here at Axoni that encourages cross-team communication. We regularly host internal technical lectures that include topics such as programming patterns, performance analysis, functional programming, and networking, as well as blockchain fundamentals."
83,3,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=1a0a7d420e8821bc&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            Knowledge of Ethereum and Bitcoin blockchains a plus. By joining our growing compiler team, you will help us build cutting edge compiler technology that targets...","
Compiler Engineer
","Axoni develops novel blockchain solutions while focusing on the capital markets industry. In various production implementations, we have demonstrated that our blockchain software can serve multiple asset classes and use cases at the world’s most advanced financial institutions. Join us in our mission to further strengthen and scale our system and develop new blockchain solutions. We’re excited to have you become part of our high-performing team of software engineers.

Headquartered in New York City, we are currently working intensely on what we expect to become the most widely used programming language for blockchain smart contracts: AxLang. Based on Scala, AxLang enables secure and full featured smart contract development by supporting both functional programming and formal verification. Its design is driven by the rigorous requirements for solutions serving the world's largest financial institutions.

AxLang is part of Axoni's blockchain infrastructure, which underpins the broadest reaching and most ambitious permissioned ledger production projects in the world, including $11 trillion of credit derivatives, the world's leading foreign exchange connectivity network, and various other industry implementations.

By joining our growing compiler team, you will help us build cutting edge compiler technology that targets the Ethereum open-source community. Overall, this is a unique opportunity to contribute to one of the most promising technologies today by helping us revolutionize the way smart contracts are developed in the Ethereum ecosystem."
84,4,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=802301efb00ebef7&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            Axoni develops novel blockchain solutions while focusing on the capital markets industry. In various production implementations, we have demonstrated that our...","
Forward Deployed Engineer
","Axoni develops novel blockchain solutions while focusing on the capital markets industry. In various production implementations, we have demonstrated that our blockchain software can serve multiple asset classes and use cases at the world’s most advanced financial institutions. Join us in our mission to further strengthen and scale our system and develop new blockchain solutions. We’re excited to have you become part of our high-performing team of software engineers.

Forward Deployed Engineers understand customer and user needs, and the capabilities of the blockchain platform, and design end-to-end solutions to address them. We work in a cross-functional capacity with platform engineers, business team members, and product management to ensure that our blockchain solutions work effortlessly on mission-critical production systems. Due to the distributed nature of blockchain, each of our projects involves collaboration between various financial institutions."
85,5,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=b2ab25b06f20018a&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            Knowledge of Ethereum and Bitcoin blockchains a plus. Manages the engineering teams and coordinates engineering activities to design, develop, forecast, and...","
VP of Engineering
",Thousands of employers search for candidates on Indeed
86,6,"
Ethereum Classic Labs",28 days ago,https://www.indeed.com/rc/clk?jk=52a8ebc91eac8d54&fccid=96f09c619bb8d05b&vjs=3,"San Francisco, CA",,"
Ethereum Classic Labs (ETC Labs) supports:. ETC Labs is hiring a Project Manager to join a team of developers working to strengthen the Ethereum Classic...","
Project Manager
","
• Collaborate with developers to define, manage and execute work plans according to project targets, project scale and project cycle.
• Solve problems related to software development, version maintenance, unit testing and continuous integration, so as to improve efficiency and software quality.
• Identify and address risks and challenges, and help to ensure on-time delivery of high-quality, relevant projects.
• Conduct industry and customer/user research to identify trends and opportunities for ETC.
• Research, introduce and promote advanced R&D management ideas, methodology and practical approaches in the industry.
• Inform project strategy and plans with customer/user preferences, usability, and needs to ensure relevance and adoption.
• Experience in the technology industry, preferably with startup environments;
• Familiarity with and/or interest in blockchain development and cryptocurrency;
• Ability to collaborate with teams of developers;
• Familiarity (though not necessarily proficiency) with programming languages and computer science, with a preference for distributed systems.

Project ManagerSan FranciscoEthereum Classic Labs (ETC Labs) supports: (1) core development projects; and (2) entrepreneurs and their enterprises. It does this by: (1) hosting a blockchain research and development team that builds software to strengthen the ETC ecosystem; and (2) hosting up to 25 startups annually, providing investment, mentorship, office space, and support.ETC Labs is hiring a Project Manager to join a team of developers working to strengthen the Ethereum Classic blockchain. This person will manage the relevance and delivery of the team’s strategic roadmap and projects.Specifically, the Project Manager will have the following responsibilities:Skills and QualificationsETC Labs is proud to be an equal opportunity employer, regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, marital status, disability, gender identity. We value, celebrate, and encourage diversity."
87,7,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=5fccbb795aa2c61b&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            Knowledge of Ethereum and Bitcoin blockchains a plus. Oversees the technical execution of core projects....","
Senior Architect
",Thousands of employers search for candidates on Indeed
88,8,"

        Mitre Corporation",30+ days ago,https://www.indeed.com/rc/clk?jk=a855bcd965800012&fccid=fd03a1a845b02aae&vjs=3,"Chantilly, VA 20151",,"
            Experience or interest in design of digital currency (Bitcoin, Ethereum, Monero, ZCash, etc.). Cyber Threat Engineer- Blockchain - (00052224)....","
Cyber Threat Engineer- Blockchain
","We are the Cyber & Investigative Technology Team at MITRE.

With us you will have the opportunity to work side-by-side with top-level investigators and the intelligence community to enhance the safety and security of our nation on a daily basis.

Our highly agile team enjoys a stable work program with long-term opportunities for career growth and development.

DescriptionNote: “While a security clearance is not required to start, this role requires a willingness to apply for and obtain a TS-SCI clearance.” The candidate must be willing to submit to a full background security check & pre-employment agreement."
89,9,"
        Axoni",28 days ago,https://www.indeed.com/rc/clk?jk=eaff078ebb7aaa1c&fccid=9061f6f95e8bca66&vjs=3,"New York, NY",,"
            We are looking for an experienced Community Manager who is passionate about blockchain technology, open source, Ethereum, and changing how businesses operate to...","
Technical Community Manager - Open Source
","Axoni develops novel blockchain solutions while focusing on the capital markets industry. In various production implementations, we have demonstrated that our blockchain software can serve multiple asset classes and use cases at the world’s most advanced financial institutions. Join us in our mission to further strengthen and scale our technology through interaction with a broader community of developers and enthusiasts.

We are looking for an experienced Community Manager who is passionate about blockchain technology, open source, Ethereum, and changing how businesses operate to join our team. Your mandate would be to create and grow a rich developer ecosystem around a suite of technologies which will be open sourced to empower the public and private Ethereum communities.

For this role, you need to be an entrepreneurial self-starter, with a passion for building communities around open source technologies, who can plan and execute on initiatives autonomously. You should be active in the blockchain/Ethereum meetup communities, irrespective of your day job, and have developed a rich network of like-minded peers in that ecosystem."
90,0,"

        Mitre Corporation",30+ days ago,https://www.indeed.com/rc/clk?jk=a23444f0225ac59c&fccid=fd03a1a845b02aae&vjs=3,"Chantilly, VA 20151",,"
            Experience or interest in design of digital currency (Bitcoin, Ethereum, Monero, ZCash, etc.). Cyber Threat Engineer-Darknet/Tor - (00052269)....","
Cyber Threat Engineer-Darknet/Tor
","We are the Cyber & Investigative Technology Team at MITRE.

With us you will have the opportunity to work side-by-side with top-level investigators and the intelligence community to enhance the safety and security of our nation on a daily basis.

Our highly agile team enjoys a stable work program with long-term opportunities for career growth and development.

DescriptionNote: “While a security clearance is not required to start, this role requires a willingness to apply for and obtain a TS-SCI clearance.” The candidate must be willing to submit to a full background security check & pre-employment agreement."
91,1,"

        Fidelity Investments",30+ days ago,https://www.indeed.com/rc/clk?jk=84c573f03aeee6d8&fccid=deb234f9dd3edcea&vjs=3,"Boston, MA 02212 (Central area)",,"
            Write Bitcoin scripts and Ethereum smart contracts. Have practical experience developing on Blockchain platforms such as Bitcoin or Ethereum....","
Senior Blockchain Software Engineer
","Fidelity Digital Assets has the mission to provide industry leading custody and execution services for the emerging class of digital assets, including Bitcoin and Ethereum, and other digital asset classes in the future such as stocks and bonds issued on public or private blockchains. You would be responsible for bringing new technologies on these networks to our technology stack as the ecosystem evolves. This might include new blockchains or assets issued on other blockchains, or new ways to use existing blockchains by adding second layers (Lightning/Plasma) or Sidechains.

This role is in Boston, MA

The Expertise We’re Looking For
• Have practical experience developing on Blockchain platforms such as Bitcoin or Ethereum
• Prior work on Blockchain platforms like Bitcoin, Ethereum or private blockchains (not required, but a plus)
• Contributions to open source projects (especially Blockchain-related ones)

The Purpose of Your Role

We are looking for a talented Software Engineer to develop financial applications using Blockchain technologies like Bitcoin, Ethereum or other leading private blockchain solutions.
• Experience with C++, Rust, Go, JavaScript, or Python
• Understanding of the cryptographic principles underpinning of Bitcoin or Ethereum
• Have a passion for public blockchain development or private distributed ledgers
• Have an adversarial mindset: be just as good at breaking code as creating it
• Experience of working with design thinking techniques in iterative sprints (Agile)
• Have a collaborative mind set and enjoy sharing knowledge with other developers
• Knowledge or experience with technologies using state channels, payment channels, or sidechains a plus

The Value You Deliver
• Create wallet software and integrations for Bitcoin, Ethereum, and digital assets on their respective networks
• Work across peer groups to develop Blockchain solutions for the business

Fidelity Digital Assets, a Fidelity Investments Company, is developing a full-service enterprise-grade platform for storing, trading and servicing digital assets, such as bitcoin and ether. Fidelity Digital Assets leverages the operational and technical expertise of the broader Fidelity organization with the unique capabilities of blockchain technology to deliver a completely new offering for institutional investors. Fidelity is one of the world’s largest and most diversified financial services providers with more than $7 trillion in client assets under administration. Learn more at http://fidelitydigitalassets.com."
92,2,"

        Deloitte",30 days ago,https://www.indeed.com/rc/clk?jk=29bd098d2c338800&fccid=9e215d88a6b33622&vjs=3,"Washington, DC 20003 (Capitol Hill area)",,"
            Hyperledger, Ethereum, Bitcoin. Experience in writing smart contracts for blockchain frameworks such as Hyperledger Fabric and Ethereum....","
Blockchain Architect
","Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace? Are you interested in leveraging your analytical skills and strategic ideas to improve mission execution? If so, Deloitte could be the place for you! Our Federal Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most complex business problems. Join our team, and play a key role in helping to design our clients’ roadmap to the future and help transform the Federal marketplace. As a Blockchain Architect within our Analytics team, you will:
• None Perform project tasks independently, and may direct the efforts of others
• None Participate in and/or lead the development of deliverable content that meets the needs of the client and contract
• None Anticipate client needs and formulate solutions to client issues
• None Contribute to new business proposals and proposal development
• None Manages own personal and professional development; seeks opportunities for professional growth and expansion of consulting skills and experiences

In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.

The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.

Analytics & Cognitive will work with our clients to:
• None Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
• None Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
• None Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals."
