,index,company,country,date,link,location,sallary,summary,title,text
97,2,"
        BitGo",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=b0add0533bc15729&fccid=b8e9ebc948f649d4&vjs=3,"Palo Alto, CA 94306 (Barron Park area)",,"
            BitGo is pioneering true safety and security for digital currencies like Bitcoin, Ethereum, Ripple, Bitcoin Cash and many more....","
Senior Product Manager - Custody
","BitGo is the market leader in institutional-grade cryptocurrency investment services providing security, compliance, and custodial solutions for blockchain-based currencies. BitGo is the world's largest processor of on-chain bitcoin transactions, processing 15% of all global Bitcoin transactions, and $15 billion per month across all cryptocurrencies. The company has over $2 billion in assets in wallet, and a customer base that includes the world's largest cryptocurrency exchanges and spans more than 50 countries. In 2018, it launched BitGo Trust Company, the first qualified custodian purpose-built for storing digital assets. BitGo is backed by Craft Ventures, DRW, Galaxy Digital Ventures, Goldman Sachs, Redpoint Ventures, and Valor Equity Partners.

BitGo is looking for a highly motivated Senior Product Manager who will join our Engineering Product team in Palo Alto.



Join BitGo’s fast-based product team as a Product Manager and help us to design, build and release cutting-edge blockchain products. You must thrive in a fast-paced environment, have strong understanding of software fundamentals, excellent communication skills, and a desire to work with technical teams to develop groundbreaking digital currency products.

Be a part of the team that is enabling digital currencies to extend beyond the fringe and into mainstream business. BitGo is pioneering true safety and security for digital currencies like Bitcoin, Ethereum, Ripple, Bitcoin Cash and many more. We’re growing and we’re winning.

We need great people who strive for excellence in all their endeavors and who have a track record of success. We are looking for candidates who are not risk averse and want to build products that will change the world. We aspire to foster a working environment, culture and leadership team that inspires greatness on a daily basis through transparency, ownership and integrity.
• Gain a deep understanding of customer needs, identify and fill product gaps and generate new ideas to drive growth
• Create buy-in for the product vision and translate product strategy into detailed requirements
• Scope and prioritize activities based on business and customer impact
• Lead multiple Palo Alto-based engineering teams to tackle technical complexities, organize and plan execution paths and deliver new products and features to the market
• Stay informed of the overall market landscape, including competitors and potential partners
• Evaluate promotional plans to ensure that they are consistent with product line strategy and that the message is effectively conveyed
• Proven work experience in financial services industry, preferably working with Institutional customers such as hedge funds, asset managers, OTC desks and/or exchanges
• Passion for driving product innovation and a track record of managing all aspects of a successful product throughout its lifecycle
• Excellent written and verbal communications skills; ability to translate strategy into clear and actionable plans and effectively communicate cross functionally within Product Development, Engineering, Design and Sales.
• Strong problem solving skills and willingness to roll up one’s sleeves to get the job done
• Curiosity to learn BitGo’s business and ability to adapt past experiences to BitGo’s current opportunities
• Ability to set priorities and work well independently

Disrupting an industry takes vision, innovation, passion, technical chops, drive to deliver, collaboration, and execution. Join a team of great people who strive for excellence and personify our corporate values of ownership, craftsmanship, and open communication. We are looking for new colleagues who bring innovative ways of thinking and problem solving, and who want risks to be part of the team that changes the world’s financial markets.

Here are some of the benefits of working at BitGo:
• Computer equipment and workplace furniture to suit your needs

Cryptocurrencies are the most disruptive change the financial services industry has seen in years. Join us and you’ll be able to look back and say you were part of the team that transformed investing."
98,3,"

        Consensys",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=be04380e59fd879f&fccid=c3c98aa2beea188e&vjs=3,"Raleigh, NC",,"
            ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world....","
Sr. BlockChain Protocol Engineer - Kaleido
","
• Strong back-end development experience using one of GO, Rust or Java
• Hands on experience in basic cryptography such as digital signature, encryption based on asymmetric or symmetric keys, key agreement
• Being able to explain consensus algorithms like Raft or Paxos, PBFT
• Excellent communicator who works well in extremely fast-paced team environments
• Thrives in chaos and is comfortable with the uncertainty and the rapid change of R&D projects
• Self-starter who can define and execute tasks with minimal guidance
• Knowledge in advanced cryptography a big plus such as group signature, zero knowledge proofs

Kaleido is a rapidly growing start-up aiming to make blockchain radically simple for organizations to adopt so that our societies will fully benefit from decentralized models and technologies. Kaleido, A ConsenSys Business, has partnered with Amazon Web Services to offer it's Blockchain Business Cloud -- the first all-in-one SaaS platform built for Enterprise Blockchain. It dramatically accelerates and simplifies private blockchain network creation and operation with click-button simplicity saving organizations months and millions in the process.Kaleido is set apart by its collaborative culture focused on putting people first and that's manifested in how we interact with each other, how we build products and solutions, and how we deliver them to our customers.We move fast, put real product in customers' hands, and iterate and learn as we move towards scale. This will allow you to make an immediate, high impact within a dedicated, and nimble team.Blockchain is a rapidly developing technology and we're excited to be one of the first pioneers in the field. Our team comes with deep technical experience and a dedication to our mission, but we still like to have fun and take full advantage of our startup environment by playing ping pong and foosball during breaks, enjoying a beer from the tap after work, team outings and more. Our team, based in urban startup hub Raleigh, NC., is continually growing and looking for more like-minded individuals. Find out more at https://kaleido.io ( https://kaleido.io )Kaleido is incubated by ConsenSys, a venture production studio and the leading technology firm in blockchain globally. ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world. The ConsenSys mission is to use the decentralized solutions from its projects to fundamentally reshape the economic, social, and political operating systems of the planet.We're looking for a Sr. Blockchain Protocol Engineer - to join our agile development team focused on the deep blockchain layer. As active participants in the Enterprise Ethereum Alliance (EEA) and contributors to multiple open source projects (Quorum, Hyperledger Fabric), our protocol team is at the forefront of Enterprise adoption of blockchain technology. In addition to solving the challenge of running and scaling permissioned blockchain networks in mission-critical Enterprise use cases, this role is also working with open source communities around data privacy, cross-chain interoperability, using technique such as zero knowledge proofs and state channels. Blockchain is a rapidly evolving technology area that has attracted a lot of brilliant minds around the world both in academia and industry. This role will be on the bleeding edge of this exciting movement.A successful candidate will have opportunities to research and develop innovative approaches to some of the most challenging problems in software such as advanced cryptography and distributed systems.NICE TO HAVEKaleido is proud to be an equal opportunity employer and deeply values diversity. We strive to create an inclusive environment for the diverse cultures, perspectives, and experiences in our workforce."
99,4,"
        Coin Metrics",USA,28 days ago,https://www.indeed.com/company/Coin-Metrics/jobs/Senior-a12aadc80be10c27?fccid=b4138f5cf9e22595&vjs=3,"Cambridge, MA 02142 (East Cambridge area)",,"
            Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public...","
Senior / Lead Back End Developer
","Coin Metrics is a leading venture-backed provider of transparent and actionable crypto asset market and network data. We deliver mature data across multiple formats to various industry stakeholders including financial enterprises, funds, media and research outlets, and data/application providers. Coin Metrics’ data empowers its clients and the public to better understand, value, use, and ultimately steward public crypto networks

Coin Metrics is recruiting two (2) Senior / Lead Back End Developer to work on our back end systems including cloud-based servers, databases, and APIs. Join a fast-paced startup pioneering novel metrics, data products, and insights surrounding the economics, markets, usage, health, and other aspects of public cryptocurrency blockchains like Bitcoin and Ethereum and other crypto networks. You will be surrounded by talented people passionate about decentralized economies and the data behind them. Break new ground, create exciting new data-driven research and products, and help shape future economies.

Title and responsibilities will be commensurate with experience but may include the following:
• Work to enhance the scalability, availability, and reliability of our back end systems including cloud-based servers, databases, and APIs
• Write integration and unit tests and participate in code reviews
• Design, document, and implement infrastructure and design plans with clear decision-making and rationale
• Coordinate and communicate with technical and non-technical peers
• Work with data scientists to develop and implement automated data testing processes or programs
• Work with Dev Ops to develop and align monitoring systems and processes to ensure uptime and availability of back end system
• Bachelor’s degree in Computer Science or a related field, or relevant work experience
• Advanced knowledge of at least one mainstream statically typed programming language (Java, C#, C++, Go etc.)
• Strong sense of ownership, entrepreneurial spirit, and/or startup-like experience, capable of driving towards solutions independently while seeking feedback when appropriate
• Required: strong attention to detail with capability to write tests
• Advanced degree in Computer Science or a related field, or relevant work experience
• At least 2 years in a senior or lead development role
• Knowledge of blockchain and related networks and their data structures
• Experience with financial market data, market data feeds (e.g. FIX protocol) and related products and back end systems"
100,5,"

        Amazon Web Services, Inc.",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=7422f7787a065b76&fccid=fe2d21eef233e94a&vjs=3,United States,,"
            Experience working with blockchain frameworks such as Ethereum and Hyperledger in projects. Experience developing Hyperledger or Ethereum based solutions and...","
Sr. Blockchain Architect
","
• Computer Science degree with 7+ years of experience in software development, including design, implementation, debugging, and support
• Experience working with blockchain frameworks such as Ethereum and Hyperledger in projects
• Strong proficiency in developing software solutions with deep experience in one or more relevant languages (Java, Node.js, Go)
• Possesses strong analytical skills, with excellent problem-solving abilities in the face of ambiguity
• Ability to travel to client locations to deliver professional services when needed.
• Be great fun to work with. At AWS, we have a credo of “Work hard. Have fun. Make history”. In this role, you will love what you do, and instinctively know how to make work fun. You will be dynamic and creative, and willing to take on any challenge and make a big impact.
• Enjoy working with customers of all shapes and sizes. You will have a passion for educating, training, designing, and building cloud solutions for a diverse and challenging set of customers ranging from small businesses to large public sector organizations.
• Architect end-to-end solutions for our customers using blockchain and other AWS services.
• Help develop an overall blockchain ecosystem engagement strategy.
• In partnership with the business development, solution architects and sales team, formulate and execute a strategy to drive adoption of distributed ledgers on AWS.
• Conduct one-to-few and one-to-many training sessions to transfer knowledge to customers considering or already using AWS.
• Capture and share best-practice knowledge amongst the AWS community.
• Author and contribute to AWS customer-facing publications such as blogs, whitepapers.
• Engage directly with the customers’ development team, understand their specific business and technology challenges in the area of distributed ledgers integration in new products and services.
• Experience developing Hyperledger or Ethereum based solutions and passion for getting hands dirty with code.
• Build deep relationships with senior technical individuals within customers to enable them to be cloud advocates.
• Act as a technical liaison between customers, service engineering teams and support.

Are you passionate about the intersection of cloud computing, blockchain and distributed ledgers? Do you have the ability to put together unique cutting-edge solutions that bring together various technologies for breakthrough business outcomes? Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills? Amazon Web Services (AWS) is seeking a Blockchain Architect to work with our customers to craft cloud-based blockchain and distributed ledger solutions using AWS EC2, Amazon S3, Amazon API Gateway, AWS CloudHSM, AWS Blockchain Templates.At AWS, customer obsession is in our DNA. The successful candidate will become a trusted adviser to our customers and will work with AWS sales, business development, and solution architects to drive adoption and revenue. This will include showcasing working with AWS blockchain templates (Hyperledger Fabric, Ethereum), AWS IoT, API Gateway, and Lambda.Seattle or Los Angeles, but other major US metros also considered."
101,6,"

        Ford Motor Company",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=df6d6343e7cbea3e&fccid=761c44c17d636bfe&vjs=3,"Dearborn, MI 48126",,"
            Position Description and Duties: Blockchain software engineers will build blockchain projects for Ford Credit and Ford Motor company. They will build...","
Blockchain Software Engineer
","
• 5+ years of experience in Software Engineering to include designing software, writing code and debugging
• 1+ years of experience using REST Web Services, developing web service applications both server side and client side

Blockchain software engineers will build blockchain projects for Ford Credit and Ford Motor company. They will build implementations of blockchain project ideas on different blockchain technologies. They will also build integration layers between the various blockchains and Ford backend and front-end systems. At the end of each project, engineers will contribute to assessments of the blockchain technologies.This position is intended to be a technical leader or anchor on the team. Leading understanding of both blockchain technology and application design. The person taking this position should be ready to learn new technologies and teach best practices to other team members.Many blockchain programming languages are JavaScript based, but engineers should be willing to work across many different technologies and languages. Engineers will work in a paired development environment using Agile methodology and TDD.Experience with the following:The distance between imagination and … creation. It can be measured in years of innovation, or in moments of brilliance. When you join the Ford team discover all the benefits, rewards and development opportunities you’d expect from a diverse global leader. You’ll become part of a team that is already leading the way, with ingenious solutions and attainable products – and it is always ready to go further.Candidates for positions with Ford Motor Company must be legally authorized to work in the United States on a permanent basis. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.Ford Motor Company is an equal opportunity employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status."
102,7,"

        Fidelity Investments",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=84c573f03aeee6d8&fccid=deb234f9dd3edcea&vjs=3,"Boston, MA 02212 (Central area)",,"
            Write Bitcoin scripts and Ethereum smart contracts. Have practical experience developing on Blockchain platforms such as Bitcoin or Ethereum....","
Senior Blockchain Software Engineer
","Fidelity Digital Assets has the mission to provide industry leading custody and execution services for the emerging class of digital assets, including Bitcoin and Ethereum, and other digital asset classes in the future such as stocks and bonds issued on public or private blockchains. You would be responsible for bringing new technologies on these networks to our technology stack as the ecosystem evolves. This might include new blockchains or assets issued on other blockchains, or new ways to use existing blockchains by adding second layers (Lightning/Plasma) or Sidechains.

This role is in Boston, MA

The Expertise We’re Looking For
• Have practical experience developing on Blockchain platforms such as Bitcoin or Ethereum
• Prior work on Blockchain platforms like Bitcoin, Ethereum or private blockchains (not required, but a plus)
• Contributions to open source projects (especially Blockchain-related ones)

The Purpose of Your Role

We are looking for a talented Software Engineer to develop financial applications using Blockchain technologies like Bitcoin, Ethereum or other leading private blockchain solutions.
• Experience with C++, Rust, Go, JavaScript, or Python
• Understanding of the cryptographic principles underpinning of Bitcoin or Ethereum
• Have a passion for public blockchain development or private distributed ledgers
• Have an adversarial mindset: be just as good at breaking code as creating it
• Experience of working with design thinking techniques in iterative sprints (Agile)
• Have a collaborative mind set and enjoy sharing knowledge with other developers
• Knowledge or experience with technologies using state channels, payment channels, or sidechains a plus

The Value You Deliver
• Create wallet software and integrations for Bitcoin, Ethereum, and digital assets on their respective networks
• Work across peer groups to develop Blockchain solutions for the business

Fidelity Digital Assets, a Fidelity Investments Company, is developing a full-service enterprise-grade platform for storing, trading and servicing digital assets, such as bitcoin and ether. Fidelity Digital Assets leverages the operational and technical expertise of the broader Fidelity organization with the unique capabilities of blockchain technology to deliver a completely new offering for institutional investors. Fidelity is one of the world’s largest and most diversified financial services providers with more than $7 trillion in client assets under administration. Learn more at http://fidelitydigitalassets.com."
103,8,"

        IBM",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=4062e60c0d7b7cfd&fccid=de71a49b535e21cb&vjs=3,"Washington, DC 20001 (Shaw area)",,"
            At least 1 year of experience managing or developing Blockchain Technology applications or proof-of-concepts (POCs) using Hyperledger Fabric, Ethereum Solidity,...","
Blockchain Leader - IBM Public Sector
","Bottom line? We outthink ordinary. Discover what you can do at IBM.

 

 Do you have experience working with Blockchain technology? Have you considered using your experience in Financial Markets or other areas to make a difference working with our Federal and State and Local clients? Are you self-motivated and enjoy creating opportunities and leading teams? IBM Global Business Services is looking for experienced blockchain consultants with experience in Public Sector, Supply Chain, or Financial Markets and leading Blockchain technology platforms to join our innovative Blockchain practice!

 

 Responsibilities include:
• Working directly with industry teams and leaders throughout Public Sector (Federal Government and State/Local/Higher Education entities) to market and implement Blockchain based solutions.
• Contributing to pre-sales activities for Blockchain business opportunities and develop architected solutions for proposals
• Developing and delivering business strategy and implementation plans as well as assisting in designing complex Distributed Ledger/Blockchain technology applications
• Building Client Relationships and providing leadership and project management support for existing PoCs and converting opportunities to move into production pilots
• Assisting Public Sector Blockchain Leader in overall practice management, planning, and strategy IBM Global Business Services (GBS) is a team of business, strategy and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries.Bottom line? We outthink ordinary. Discover what you can do at IBM.Do you have experience working with Blockchain technology? Have you considered using your experience in Financial Markets or other areas to make a difference working with our Federal and State and Local clients? Are you self-motivated and enjoy creating opportunities and leading teams? IBM Global Business Services is looking for experienced blockchain consultants with experience in Public Sector, Supply Chain, or Financial Markets and leading Blockchain technology platforms to join our innovative Blockchain practice!Responsibilities include:
• Finding the dream job at IBM: navigating our company with the potential for many careers by channeling an employee’s strengths and career aspirations
• At least 1 year of experience managing or developing Blockchain Technology applications or proof-of-concepts (POCs) using Hyperledger Fabric, Ethereum Solidity, or other proprietary language or APIs.
• At least 3 years of experience in presales activities such as proposal writing, demonstrations and client presentations.
• At least 3 years of experience managing or architecting solutions in financial services or supply chain/asset management.
• At least 3 years of experience managing, architecting, or developing applications using cloud based platforms/micro-services for capital markets/investment banking and/or supply chain/asset management.
• At least 5 years of experience working for a management consulting company or a leading bank or insurance firm.
• At least 6 months of experience in Smart Contracts and Consensus Algorithms and developing Blockchain applications or proof-of-concepts (POCs) using Hyperledger Fabric (preferred), Ethereum Solidity or other proprietary language and APIs.
• Public Sector experience with a good understanding of Federal and SLED (State & Local and Higher Education) clients and their challenges and where blockchain may perform a role.
• Experience in SCRUM or other rapid Agile prototyping.

Health Insurance. Paid time off. Corporate Holidays. Sick leave. Family planning. Financial Guidance. Competitive 401K. Training and Learning. We continue to expand our benefits and programs, offering some of the best support, guidance and coverage for a diverse employee population.Our goal is to be essential to the world, which starts with our people. Company wide we kicked off an internal talent strategy program called Go Organic. At our core, we are committed to believing and investing in our workforce through:In 2015, Go Organic filled approximately 50% of our open positions with internal talent that were promoted into the role.With an employee population of 375,000 in over 170 countries, amazingly we connect, collaborate, and care. IBMers drive a corporate culture of shared responsibility. We love grand challenges and everyday improvements for our company and for the world. We care about each other, our clients, and the communities we live, work, and play in!IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
104,9,"

        Amazon Web Services, Inc.",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=bae3bb3600de07b3&fccid=fe2d21eef233e94a&vjs=3,"Seattle, WA",,"
            Invent 2018, Amazon Managed Blockchain is a fully managed service that makes it easy for customers to create and managed scalable blockchain networks using the...","
Senior Software Development Engineer – Amazon Managed Blockc...
","
• Bachelor’s Degree in Computer Science or related field or equivalent work experience
• Own the software development process end-to-end, including working with stakeholders to determine requirements, designing, architecting, planning, implementing, testing, and operating new systems and features
• Bring a deep understanding of software development in a team, software development methodologies and scheduling, a track record of shipping software on time and services development to this high-accountability role
• Actively participate in hiring talented people and assist in the career development of others both on and outside your team, mentoring individuals and helping other managers guide the career growth of their team members
• Play a critical role in developing the broad plan for the business, working closely with senior executives to develop business targets and resource requirements. Help form long-term technical and business strategy and goals
• Have experience operating services to deliver both high quality and high availability
• Have experience with distributed systems, and experience building blockchain and data processing solutions is a plus
• Engaging with and contributing to relevant open source projects

Want to work with cutting-edge technologies like distributed databases, blockchain, cryptography, and cloud computing? Interested in helping customers leverage new technologies to solve innovative use cases? Come join the Amazon Managed Blockchain team!Invent 2018, Amazon Managed Blockchain is a fully managed service that makes it easy for customers to create and managed scalable blockchain networks using the popular open source frameworks Hyperledger Fabric and Ethereum. The Amazon Managed Blockchain team is looking for an experienced Software Development Engineer who is passionate about building new products from the ground up and has an entrepreneurial approach to building new services for customers. The ideal candidate for this position has a proven track record of delivering outstanding products at scale and is passionate blockchain, distributed systems, containers, cryptography, distributed ledgers, and cloud scale software. You would be a core part of defining the technical direction and culture of this new team. This is a great opportunity for you to interact directly with customers and influence definition and design from scratch.https://aws.amazon.com/managed-blockchain/We are building new AWS services and features from the ground up, offering a unique opportunity for engineers who want to help define, design, build, and operate cloud services that are changing the world and enabling our customers. Additionally, you will get to collaborate with some of the best and brightest minds in the industry and join a fast-paced and growing team in one of the most innovative technology companies. Come join us to Work Hard, Have Fun, and Make History!"
105,0,"
        DESE Research, Inc.",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=9930e63128693a4e&fccid=0e6b3ef446f683d5&vjs=3,"Huntsville, AL 35805",,"
            Technical understanding of Ethereum, Bitcoin, and other Blockchain technologies. Familiarity with Distributed Applications (dApps), Ethereum mining equipment,...","
2017-016 Blockchain Developer
","DESE Research, Inc. is looking for an experienced Blockchain Developer to focus on developing Blockchain technologies for advanced cybersecurity research applicable to the US Department of Defense. This position will be responsible for both research and development of a blockchain based prototype application for data protection.

 

 This position will join a team of researchers solving challenging science and technology problems faced by the DoD in cyber security and supply chain security. These are major growth areas for DESE and we are looking for candidates who want to contribute significant research within these promising areas.

 

 Education: Bachelor of Science Degree in Computer Science or similar field.
• 5+ Years of professional experience in software development and object-oriented design methodologies
• Experience with C/C++, Java, Go, Python, JavaScript, Angular, Node, or JSON
• Technical understanding of Ethereum, Bitcoin, and other Blockchain technologies
• Strong ability to grasp new knowledge and skills through independent research and study
• Applicants will be subject to a Federal background investigation and must meet DoD requirements for a security clearance."
106,1,"

        Trilogy Ed",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=221ab78eda33e3cd&fccid=44e83bef98759943&vjs=3,"New York, NY",,"
            Cryptocurrencies (Bitcoin, Ethereum). Are you a passionate FinTech Professional with a knack for changing lives?...","
Sr. Curriculum Engineer (FinTech)
","
• Someone with at least 3-5+ years of industry experience in the financial technology sector. We're ideally looking for someone who has worked both in large organizations environments and in smaller startups.
• Someone with a lot of hands-on experience. We're building a program in which students learn by doing! At a minimum, you should have a strong familiarity with tools like:
• Someone who absolutely loves teaching and sharing knowledge with others. It's ideal if you've taught financial technology or programming in the past. Major plus if you've spoken at fintech conferences.
• Someone with a creative itch! This program will require a great deal of ingenuity and setup to create at scale. We want someone who is excited by the idea of creating KYC applications in blockchain or machine learning powered trading algorithms.
• Someone who is a lot of fun! We want learning technology to be exciting, engaging, and a little funny. Imagine an engineering class that feels like a Disney movie. We need fun people to make this a reality.
• Someone who can manage a team. We've got a team of brilliant curriculum developers who can build amazing modules. We want someone who can bring expertise and new vision to the program. We're looking for a true tech titan.
• Someone who isn't afraid to get their hands dirty. In this capacity, you'll be responsible for keeping a living curriculum up-to-date for hundreds of Instructors and TAs across the country. This means managing issues, pull requests, and bug fixes. It also means taking in community input on technology trends. We need someone with a bit of thick skin, an infectious enthusiasm for continual improvement, and an ability to maintain a community of professionals.
• Someone who is looking for more than just a paycheck. We can't stress this enough. Deep within all of us at Trilogy is the belief that our programs change lives. Each month we hear from countless students attesting to how our program brought them new skills, landed them new jobs, and a renewed sense of confidence. This impact is what our work is really about to us.
• You will be responsible for dreaming up and creating instructional activities for demonstrating key concepts in the area of financial technology.
• You will be responsible for improving portions of our curriculum based on student learning data -- and continually asked to create improved content for teaching topics covered in our program.
• You will be responsible for staying abreast of technology trends and incorporate these trends into the curriculum.
• Lastly and most importantly, you will be responsible for making sure our program is the very best financial technology training program it can be. We want the person in this role to feel accountable to our students' success in the same way we hold ourselves accountable to their success in all other areas.

Are you a passionate FinTech Professional with a knack for changing lives? Do you love writing, teaching, and storytelling as much as you love writing Python code? Are you a Blockchain wizard who loves discussing the latest trends in the field? Then we may have the position for you.At Trilogy Education Services, we're creating programs to train new audiences for careers in the tech industry. Our programs are taught at the leading universities across the country including the University of Pennsylvania, University of California Berkeley, Northwestern, UNC Chapel Hill, Rutgers, UT Austin, and many others. We pride ourselves on building high-quality programs that help ambitious, hardworking adults change their lives through practical skills, fundamental knowledge, and the confidence to advance their careers.We're looking for a top-notch FinTech professional with a love for teaching, inspiring, and helping newcomers enter the field of financial technology. The program we're developing combines theoretical teaching with plenty of hands-on practical, skills-based training.Trilogy Education Services ( http://www.trilogyed.com/ ) is a Workforce Accelerator whose mission is to empower universities to transform the lives of students by preparing them for high-growth careers in the Digital Economy. We create and manage skills-based training programs that are university-run, student-tested, and employer-approved. Each Trilogy program is individually designed to meet the needs of regional employers, and to ensure that students graduate with both technical skills and personal confidence to succeed in their careers. The world's leading universities, including Northwestern School of Professional Studies, UC Berkeley Extension, and Rutgers Division of Continuing Studies, trust Trilogy to help their students meet the needs of the Digital Economy.We're a rapidly growing and established education company with thousands of students enrolled in our programs. We're data-driven -- with a startup like culture and tremendous opportunities to have a huge impact.Oh. And we're a ridiculously fun place to work."
107,2,"

        Reserve",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=ce8015bc04577b00&fccid=93bd2e92b658e1fd&vjs=3,"Oakland, CA",,"
            Implementing and testing Ethereum smart contracts. Reserve is a blockchain-based project that is developing a cryptocurrency that is supposed to be pegged to...","
Software Engineer
","Reserve is a blockchain-based project that is developing a cryptocurrency that is supposed to be pegged to the U.S. dollar, called a stablecoin. It will be inexpensive to send and provide users access to the benefits of cryptocurrencies without the volatility. While we expect that Reserve will be valuable to traders and app developers inside the crypto ecosystem, we’re most excited about it replacing inflationary currencies and dysfunctional banks. And with the currencies in Venezuela, Argentina, Turkey, and elsewhere approaching hyperinflation, now seems like the right moment for people to choose something new.

 

 Decentralized currencies have the opportunity to change global financial and monetary institutions for the better. If you’re excited by this idea, we would love to hear from you.



If you'd like to learn more about what we're working on, check out this recent interview of our CEO Nevin Freeman on the podcast Hidden Forces: https://www.hiddenforces.io/podcast/show/hard-prob....

We are taking a maximally nimble approach to developing extraordinarily robust programs, and the best practices in the domains we’re working in change on a month-by-month basis. This role therefore requires substantial methodological flexibility. You will support the engineering team with its mission to efficiently ship smart contracts that are correct and secure, and adapt along the way to improved processes. Here are some example responsibilities you’ll take on towards that goal:



 In your application please link to some code that you wrote that reflects your abilities (e.g. github)."
108,3,"
        Chronicled",USA,30+ days ago,https://www.indeed.com/rc/clk?jk=5ae46ffd08291604&fccid=b52d7484acff10b7&vjs=3,"San Francisco, CA",,"
            Experience with Bitcoin and Ethereum (bonus). We’re building cutting-edge solutions using the latest technological achievements at the intersection of...","
Software Engineer, Security
","
• Performing vulnerability assessments and code reviews/audits as well as developing tools to enhance & automate our security systems/processes and procedures
• Assessing application risks and partnering with development teams to recommend mitigation strategies
• Responding to security incidents and developing operations to detect potential incidents
• Develop technical solutions to help mitigate security vulnerabilities by helping build upon our existing automation
• Manages cyber security compliance activities and drives improvements where needed including bug bounty programs and 3rd-party consulting engagement
• Conduct internal/external penetration testing and direct remediation efforts across all applications and products
• Promote awareness of security issues among management and ensure sound security principles are reflected in the organization's vision and goals
• Evaluate, recommend and integrate new security technology and tools by conducting feasibility studies and proof of concepts
• Familiarity with modern programming languages including Rust, Golang, Scala, Haskell, Erlang, Clojure, C, C++ or Python
• Certification in highly technical application security or application security disciplines such as: CSSLP, CASS, GWEB, GWAPT, GPEN, CEH, CISSP
• Understanding of the full Software Development Lifecycle & expert understanding of web application technologies
• Experience protecting against and mitigating real world attacks (DDoS, XSS, session-hijacking, SQL injection, CSRF, etc.)
• Well-versed in security protocols as well as in software security techniques
• Demonstrated experience with data security and physical security needs in a mission critical environment
• Understanding of enterprise computing environments, distributed applications, and a strong understanding of TCP/IP networks
• Packet capturing and network sniffing and monitoring with SNORT/Wireshark/Tcpdump
• Perform and mitigate NoSQL and SQL injections for a variety of databases
• General and functional knowledge of hardware and software products that enhance the security of systems such as Intrusion Prevention Systems (host and network-based), Firewalls, Security Event Management Systems, port scanning and vulnerability identification, monitoring and logging mechanisms, etc.
• Must possess basic knowledge of network, desktop and distributed server hardware and software
• Experience in documenting and maintaining processes and procedures
• Comfortable working on both Linux-based and MS Windows-based system platforms with a strong IT technical understanding and aptitude for analytical problem-solving.
• Company sponsored medical, dental and vision benefits, as well as a choice of providers

SECURITY ENGINEERWe’re building cutting-edge solutions using the latest technological achievements at the intersection of blockchain, cryptography, distributed computing and network protocols. We’re looking for talented engineers, who can design elegant software architectures and execute on them with high degree of craftsmanship.You will design, develop and support the Chronicled Network. You will be working with our CTO, product managers and engineering team to deliver mission-critical enterprise software that powers entire industries. Our team is constantly growing and evolving, so you will have plenty of opportunities to shape, develop and enhance it as a key contributor.ResponsibilitiesSkills and QualificationsTECHNICAL CAPABILITIESPerksSend resume and cover letter to careers@chronicled.com [jobs@chronicled.com]"
