,index,company,date,link,location,sallary,summary,title,text
117,7,"
        dYdX - Open Positions",30+ days ago,https://www.indeed.com/rc/clk?jk=e6302081ce0bd0dc&fccid=f29c1fe639f1fdd8&vjs=3,"San Francisco, CA",,"
            Analyze Ethereum blockchain data. At dYdX you'll have an opportunity to build state-of-the-art decentralized technology that will redefine global financial...","
Software Engineer - Fullstack
","
• We invented the leading protocol for decentralized exchange of options and margin trades
• dYdX is founded by an ex-Coinbase, ex-Uber engineer, with Princeton CS background. Our team has previous experience at Google, Bloomberg, Amazon, Bain, NerdWallet and other top companies
• We're a world-class team with top backers and advisors, including Andreessen Horowitz, Polychain Capital, Brian Armstrong, Fred Ehrsam, Naval Ravikant, Elad Gil and more
• Building APIs that interact with our system
• Work across the entire stack to build, test and ship new user facing products on top of the dYdX protocol
• Work together with multi-functional teams to develop the best overall product
• You have a depth of technical experience and have demonstrated excellence through previous work
• You are a fast learner who can quickly master new technologies
• You've worked on high quality products in the finance or security space
• You have experience with Node, React, Redux, and/or Postgres
• You have an understanding of blockchain technology

At dYdX you'll have an opportunity to build state-of-the-art decentralized technology that will redefine global financial markets. By joining us at this early stage you will make fundamental decisions that will shape the course of dYdX. We prefer passionate quick learners with a history of excellence at top companies and/or universities."
118,8,"
        Crowdcreate",30+ days ago,https://www.indeed.com/rc/clk?jk=4fb5a3a2488ce9bf&fccid=7f74b00cc8415fe1&vjs=3,"Los Angeles, CA 90079",,"
            We travel to the largest crypto conferences in the world and have networked with thought leaders like the Founder of Litecoin (Charlie Lee), Co-Founder of...","
Experienced Cryptocurrency Community Manager
","About this Job

 Crowdcreate is the #1 community management and growth agency in the cryptocurrency and tech world. We’re consistently ranked as one of the best crypto marketing agencies throughout the web. We’ve been featured on Medium.com, GoodFirms.co, and named as one of IndieGoGo’s top partner agencies. Our team has worked on over 40+ startup projects and have years of crowdfunding expertise in working with some of the largest blockchain and enterprises companies in the world. We’re connected to the most influential people in Blockchain.

 We travel to the largest crypto conferences in the world and have networked with thought leaders like the Founder of Litecoin (Charlie Lee), Co-Founder of Ethereum (Joseph Lubin) and the biggest Bitcoin Whale VC Investor (Tim Draper). Click on our team page to see us in action.We connect our clients with over 100 channels across 15 countries in 8 languages. We have attributed more than 2.57 billion views and can provide geo-specific targeting. We are based in Downtown Los Angeles, with an option to work from home.

Manage and moderate client communities which includes: Learning about the project, finding out their history, and discovering their message. Help recruit more moderators online from active communities and participant pools. Clearly and promptly respond to queries, questions, and concerns from participants and potential participants. Introduce and network new users. Host and seed discussions in our communities and our Discord room. Create an active community based on crowd creating products.



An Employee We are Expecting:

Prior blockchain experience

 A fluent level of English (fluency in other languages is a big plus, especially Russian, Korean, Chinese) Past history with blockchain technology whether it’s research, trading, etc. Understanding of ICOs, TGE, and ITOs.

 History or knowledge of community moderation and building, especially in the crypto space.

 Trustworthy and able to work with integrity remotely.

 A ‘hands-on’ approach, desire to take initiative & set your own goals to maximize results



Compensation:

 

 Experience and learn the how-tos of a blossoming industry from the comfort of your home. First dibs on getting hired on our Development Help and Engagement Team after the trial period, a stable position. A stellar recommendation from the Crowdcreate Team. Compensation depends on experience and will most likely be an hourly rate or stipend.

 About Crowdcreate

 

 Crowdcreate is a top-ranked global ICO and crowdfunding growth marketing agency based in Los Angeles, California. We've help many top 100 crypto projects grow an organic community of investors and members raising over $98 million across 50+ projects since 2014. Crowdcreate operates one of the largest network of crypto YouTube, Twitter influencers, and passionate crypto enthusiasts in all major languages, timezones, and countries. We understand the algorithm for virality and can help you trend to the top of the ICO charts. The numbers don’t lie. 81% of investors turn to social signals such as influencers, buzz and community management to make decisions. 74% of average investors trust social media influencers to inform them on good projects. With Crowdcreate, you’ll be able to unlock new audiences and build credibility for your ICO."
119,9,"
        Huobi",30+ days ago,https://www.indeed.com/rc/clk?jk=2407c4a004166377&fccid=af0ca033223e5c78&vjs=3,"Sunnyvale, CA",,"
            Experience with Ethereum, Solidity, Smart Contract and other major blockchain technologies is a major plus....","
Software Engineer - Blockchain
","www.huobigroup.com is one of the largest digital-asset exchanges in the world with 1 billion USD daily trading volume. We are proud to provide 150+ digital assets for millions of users from 130+ countries.

There’s no doubt that the Blockchain technologies have a bright future and we as one of the world’s major exchanges is playing and will continue to play a critical role in the promising industry. We are building a new R&D center in Silicon Valley, and this role is one of the key positions."
120,10,"

        CyberCoders",1 day ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4epZMf2rqWy1NftZuaZ6NfN2EE2x3H9JzQrKnLXeyf2KzL6j6ia0g4Xv0T2Ed_skqSs_sP1CjjL6axUUGL2UVTkQJ-Zhb2dBim1oBr5qS5L4Pq7s1DRbVHgjphpJv4xJ0X4WrOzndz85x89CH3pplTZ8FtFi0-fWIlAbNiLfuy-2A3Llss6gs-n2adKDShguGdd4ywvTRHid5Xu81xrnUiYAEzAMh3GMEhm3c3LVBqRFE8Zxq2-4iabsPPxMVlA3505L3LHbKrLVzIqw9KK7ycBlOC4me0ZkS1Pzx-BCir6Ye5z0rMJPm3dFtozxn6MmsQR-TDFCNeDVORO43C8vAjl09qKL4WHqcdgZsIBxBAxUmq4d2K8B6XwmwI2RgQrG0rotO5lL7J_x3U1wQVMytzxnZUDTx7p0kTs6q4NizTbwcTz6ASKmbkSzUNj2of60fxgG7EHEA81AxuU_BaNTOiZwjL01HW1UeIoXHrfbhUsejjA3T3kl5HTNU00WjWn4tTB15SIXGjQW0nowFulhB1vLuMro-xyFPU07BvALIDXrgESRo0j8TuHzgn-FYPUSnxtYjvkHYMbX3GrWCOIdCI_SwOah_DHo1N_Ysfttr6ylOgZHIjZM63tM=&vjs=3&p=3&sk=&fvj=0,"Pasadena, CA 91101","
                $160,000 - $200,000 a year","
Ethereum Developer - 100% REMOTE. This is a brand new opening for an Ethereum expert! So, if you are a Ethereum Developer - 100% REMOTE with experience, please...",Ethereum Developer - 100% REMOTE,"We are a fully funded blockchain startup that's looking to change the way that financial corporations communicate. Because of our recent influx of clients, we are looking to expand our development team. We currently have a team of about 50 employees based in Los Angeles - several engineers already work fully remote and we have all the tools for you to do so.

 

 This is a brand new opening for an Ethereum expert! We are hoping you have at least 5+ years of professional development experience on AWS, and at least one year of working professionally with Ethereum.

 

 If you're looking for the flexibility to work from home, apply today!

What You Need for this Position

What's In It for You

So, if you are a Ethereum Developer - 100% REMOTE with experience, please apply today!

Applicants must be authorized to work in the U.S.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
121,0,"

        CyberCoders",1 day ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4epZMf2rqWy1NftZuaZ6NfN2EE2x3H9JzQrKnLXeyf2KzL6j6ia0g4Xv0T2Ed_skqSs_sP1CjjL6axUUGL2UVTkQJ-Zhb2dBim1oBr5qS5L4P187Po_ClLk4zyxUPRE1SokoE64bURR6bI63XLiI4Gzgs_bcEAhMaktJbqKEfjaY3D9jKkk19V7YU-mlo4qdwzN3QbX3zSg4r7IxbnQOTS2Lys57PeOKLVbda943FKn6BFp-eSaABeRDMlAS2x6u5vCxkBISH5N9kWYJDu3sZAR_bfpoWnkSHdYq0Q9o6iYSHx5l80dIRCEv2oXHrdu783TN9lqvoYQ7EbbiqG6VM3NYC9uLBiAOj3kkGyA4TE2Q-j2w1wWWLjTMJxyZR_foe_MWTzxGA2Rs4_9BEqGzKvO3FeuaJ5q1zbmo7xesVkIVaJSZWfszkIIdO2GVl8zOVrhPpRiq9WPPyhh_uBOulVDlpJBwkne2-NDQctP0M7Izw-p3i4tXvKg0Hk8JKJZqu3B2KjNs9itPCP4hWdUoUZ9R9TFdej1phK8Zob32M-OcoY1oYVIlsOcTjiP1yiSKrsTEswIIzpHhupbBgPWtic7oSE_B7m_-zZUidVB4Iq_SzY-Tz6i9bYr8=&vjs=3&p=2&sk=&fvj=0,"Pasadena, CA 91101","
                $160,000 - $200,000 a year","
Ethereum Developer - 100% REMOTE. This is a brand new opening for an Ethereum expert! So, if you are a Ethereum Developer - 100% REMOTE with experience, please...",Ethereum Developer - 100% REMOTE,"We are a fully funded blockchain startup that's looking to change the way that financial corporations communicate. Because of our recent influx of clients, we are looking to expand our development team. We currently have a team of about 50 employees based in Los Angeles - several engineers already work fully remote and we have all the tools for you to do so.

 

 This is a brand new opening for an Ethereum expert! We are hoping you have at least 5+ years of professional development experience on AWS, and at least one year of working professionally with Ethereum.

 

 If you're looking for the flexibility to work from home, apply today!

What You Need for this Position

What's In It for You

So, if you are a Ethereum Developer - 100% REMOTE with experience, please apply today!

Applicants must be authorized to work in the U.S.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
122,1,"

        Workday",30+ days ago,https://www.indeed.com/rc/clk?jk=bb4c0c27e5fad35b&fccid=9ac45d217f8342a1&vjs=3,"Pleasanton, CA 94588",,"
            Working knowledge of one or more blockchain technologies, such as Hyperledger Fabric, or Ethereum. Join our team and experience Workday!...","
Software Engineer - Workday Next
","It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

Want to join a fast paced startup working with cutting edge technology to solve the next generation of complex problems? Want the work life balance and financial stability of a market leader named in the Best Companies to Work For by Fortune? Workday Next offers the best of both worlds!

Workday Next is a fully cross functional team of highly skilled individuals collaborating to design and develop innovative solutions to the industries most complex problems, improving the way the world’s workforce works! We have an immediate opening for a Software Engineer to implement clean, high performance backend services. This is a unique opportunity to work with a talented team and build from the ground up. Ready for your next great adventure?!
• None Work with your team to provide scalable and high performance solutions on the AWS platform
• None Resolve complex technical issues and build security, scalability, stability and reliability into our services from the ground up
• None Must have a disciplined, minimalist approach to designing and constructing layered software components that can be embedded within larger platforms or applications
• None Work with management and architects to scope and plan engineering efforts and dependencies
• None 2+ years hands on experience with production software on AWS
• None Working knowledge of one or more major programming languages, such as Go or Java
• None Working knowledge of one or more blockchain technologies, such as Hyperledger Fabric, or Ethereum
• None Proven ability to work in a fast paced, highly responsive agile team with rapidly evolving requirements and architectures.
• None Proven ability to communicate and collaborate in a cross functional geographically dispersed team
• None Proven ability to own solutions from design through production deployment and support.

Work Location: Open to hiring in Pleasanton (CA), or Dublin Ireland. (No contractors, Full-Time Only)."
123,2,"

        GoDaddy",30+ days ago,https://www.indeed.com/rc/clk?jk=be8e7c7ebc1fdb75&fccid=1d223a639e0206ab&vjs=3,"Cambridge, MA",,"
            Desirable, but not required- knowledge of distributed ledger or blockchain technology (Bitcoin, Ethereum, Hyperledger Sawtooth, Hyperledger Fabric etc..)....","
Senior Backend Software Development Engineer -
","GoDaddy powers the world's largest cloud platform dedicated to small, independent ventures. With nearly 18 million customers worldwide and over 77 million domain names under management, GoDaddy is the place people come to name their idea, build a professional website, attract customers and manage their work. Our mission is to give our customers the tools, insights and the people to transform their ideas and personal initiative into success. To learn more about the company visit www.GoDaddy.com.

The GoDaddy Domains team is seekinga seasoned Engineer to work on forward looking experiences using Blockchain.

We are looking for a mid level backend software developer who will join a small team of strong engineers responsible for designing, implementing, and supporting a solution based on distributed blockchain-based network. Your primary responsibility will be analyzing requirements, designing technology around a certain business scenario, building and launching the backend for an innovative digital ledger solution.
• Brainstorm and help evaluate applications for new tools and technologies as they continually evolve
• Be involved in the global blockchain community—stay in touch and participate in the latest improvement proposals
• Maintain and extend current client- and server-side applications responsible for integration and business logic
• Integration of user-facing elements developed by a front-end developers with server side logic
• Building reusable code and libraries for future use
• Optimization of the application for maximum speed and scalability
• Proficiency in one of the high level languages: GoLang (desirable), PHP, Ruby, Python, C#, C++, Java etc.
• Strong knowledge of concurrency and writing efficient and safe multithreaded code.
• Basic understanding of front-end technologies and platforms, such as JavaScript, HTML5, and CSS
• Desirable, but not required- knowledge of distributed ledger or blockchain technology (Bitcoin, Ethereum, Hyperledger Sawtooth, Hyperledger Fabric etc..)

GoDaddy is proud to be an equal opportunity employer. We will not discriminate against any applicant or employee on the basis of age, race, color, creed, religion, sex, sexual orientation, gender, gender identity or expression, medical condition, national origin, ancestry, citizenship, marital status or civil partnership/union status, physical or mental disability, pregnancy, childbirth, genetic information, military and veteran status, or any other basis prohibited by applicable federal, state or local law. GoDaddy will consider for employment qualified applicants with criminal histories in a manner consistent with local and federal requirements.

If you need assistance completing an application for a position with us, please reach out to our Recruiting Team at Recruiting@godaddy.com

To submit your application to this position, please click Apply ."
124,3,"
        Zeus Protocol",30+ days ago,https://www.indeed.com/rc/clk?jk=5411ec8fd3e9b206&fccid=0e09a1c513c70fb1&vjs=3,"San Francisco, CA",,"
            Experience interacting with Ethereum nodes (web3.js). ZeusProtocol, a decentralized network capable of large-scale, verifiable computation....","
Full-Stack Software Engineer
","ZeusProtocol, a decentralized network capable of large-scale, verifiable computation. We aim to scale the current capabilities of blockchain computation, focusing specifically on decentralized machine learning applications. The network also has a novel mechanism for competitive algorithm development and enables open standards for model and algorithm provenance. Applications include: blockchain analytics, wallet id, super-oracle capable of complex computation, machine learning applications across industry, and crypto-currency transfer between different chains.

We’re looking for a Full-Stack Software Engineer who will take a key role on our team to develop various on-chain and off-chain blockchain applications. Our Full-Stack Software Engineer must be knowledgeable in all stages of software development. We are looking for a person who believe in the future of cryptocurrencies and is ready to build cutting-edge blockchain technologies.

You’ll be working alongside other engineers and developers, collaborating on the various layers of the infrastructure for our network.
• Collaborate with the rest of the engineering team to design and launch new features.
• Experience working with graphic designers and converting designs to visual elements.
• Understanding and implementation of security and data protection.
• Experience in building of microservices with Docker.
• Knowledge of code versioning tools such as Git.
• Prior blockchain experience is a big plus (not required for good candidate).

Please send your resume and a short description on your interest in the role to careers@zeusprotocol.com."
125,4,"
        Scow Capital",30+ days ago,https://www.indeed.com/company/DataBloc-Inc./jobs/Hedge-Fund-Analyst-eb7e793afd31399c?fccid=a852b236610dd30a&vjs=3,"Boston, MA 02116 (South End area)","
                $100 - $300 a day","
            Candidates will be paid in cryptocurrency and must have the ability to set up their own ethereum wallet....","
Hedge Fund Analyst (Cryptocurrency & Digital Assets)
","Scow Capital is the general partner of Scow Coin Cryptocurrency Fund, an altcoin hedge fund that employs a bitcoin futures hedging strategy. Interested candidates will help conduct altcoin research, market analytics, and prospective ICO investments. The best candidates will be offered full-time positions at the firm with competitive pay.

Candidates are preferred to have experience in either computer science, mathematics, economics, physics, or finance, however, this is not a requirement. College students are encouraged to apply. Candidates will be paid in cryptocurrency and must have the ability to set up their own ethereum wallet.

Please fill out this quick survey so we can learn more about you."
126,5,"

        Crowe",30+ days ago,https://www.indeed.com/rc/clk?jk=24236854b7275ef6&fccid=994b5c764776123e&vjs=3,"Chicago, IL 60606 (Loop area)",,"
            Advanced technical knowledge of blockchain platforms such as Ethereum, Hyperledger, Quorum, and others. Blockchain Consulting - Manager....","
Blockchain Consulting
","The mission of the Crowe Blockchain practice is to develop proprietary applications that enable our clients to transform existing businesses and establish new service offerings. Crowe is seeking a Blockchain consultant (Manager) to become an integral part of this burgeoning practice. In this newly established role, the Consultant will provide technical leadership throughout the project life cycle, from ideation to application development. The Consultant will develop thought leadership, participate in client presentations, lead project development efforts, and be an ambassador of the technology.
• Understanding of Industry 4.0 and the related technologies and implications.
• Ability to solve business problems through the development and application of blockchain.
• Understanding of blockchain technology and how it is used in the corporate environment.
• Ability to describe and detail complex technology concepts in simple and understandable terms to non-technical clients.
• Strong oral and written communication skills with the ability to work with business and IT personnel.
• Participate in identifying and developing new blockchain applications.
• Drive project development from use case through implementation
• Create and deliver thought leadership relating to blockchain projects and ideas.
• This position may require overnight travel to client sites, which at times can be up to 80%.

Your Journey at Crowe Starts Here:



 At Crowe Horwath LLP, you have the opportunity to deliver creative solutions to today’s complex business issues. Crowe’s accounting, consulting, and technology personnel are recognized for their expertise and understanding of process frameworks and enabling technologies, along with their dedication to delivering measurable results that help clients build business value. Our focus on emerging technology solutions along with our dedication to career growth and exceptional client value has resulted in a firm that is routinely recognized as a “Best Place to Work.” We are 75 years strong and still growing. Come grow with us!
• 5 to 7+ years of consulting experience (client-facing) with experience in either financial services, healthcare, manufacturing, supply chain, and/or operations management.
• Advanced technical knowledge of blockchain platforms such as Ethereum, Hyperledger, Quorum, and others.
• Knowledge of enterprise blockchain and blockchain as a service
• Experience in IT assurance or internal audit is beneficial
• Relevant experiences may also include strategy development, innovation leadership, or entrepreneurial endeavors.
• Experience providing functional/team management of projects related to one or more of the following:
• Experience with planning and scoping projects, creating detailed estimates, and assistance with proposal writing

Educational background in one or more of these areas:



The above statements are intended to describe the essential job functions and level of work performed by individuals assigned to this classification. They are not to be construed as an exhaustive list of all duties performed by personnel occupying this position.



 Firmwide (FW): Firmwide is comprised of the Office of the CEO and COO. The OCEO is responsible for developing strategies and implementing plans approved by the Executive Committee. In addition, the Office of the CEO ensures counseling, leadership, support, advice and assistance as necessary to all partners and firm administrators.

At Crowe, we know that great people is what makes a great firm. We value our people and offer employees a comprehensive benefits package.

Learn more about what working at Crowe can mean for you.



 How You Can Grow:

We will cultivate your talent in an inclusive culture that values diversity. You will have the chance to meet on a consistent basis with your Career Coach who will guide you in your career goals and aspirations.

Learn more about where talent can prosper.

Crowe (www.crowe.com) is one of the largest public accounting, consulting and technology firms in the United States. Crowe uses its deep industry expertise to provide audit services to public and private entities while also helping clients reach their goals with tax, advisory, risk and performance services. Crowe is recognized by many organizations as one of the country's best places to work. Crowe serves clients worldwide as an independent member of Crowe Global, one of the largest global accounting networks in the world. The network consists of more than 200 independent accounting and advisory services firms in more than 130 countries around the world."
127,6,"

        Consensys",30+ days ago,https://www.indeed.com/rc/clk?jk=6d6e3859293c124b&fccid=c3c98aa2beea188e&vjs=3,"Raleigh, NC",,"
            ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world....","
Full-stack Engineer - Kaleido
","
• Work closely with the lead, the design team, fellow engineers, and the product team to rapidly deliver new offerings and a great UX
• Develop and plan the technical direction of new offerings
• Write readable, maintainable code that is built to scale.
• Stay up-to-date on technical options and help select the right technology for each task.
• Strong sense of ownership and pride in the code you write
• Highly collaborative engineers who build good relationships with colleagues and communicate clearly.
• You will be part of a small team that is focused on getting things done. And being able to take initiative is the key to success.
• Comfortable with fluid requirements and ability to pivot easily.
• Passionate about building products that users will love.
• B.S. or M.S in Comp Sci or related field

Kaleido is a rapidly growing start-up aiming to make blockchain radically simple for organizations to adopt so that our societies will fully benefit from decentralized models and technologies. Kaleido, the Blockchain Business Cloud, is the first SaaS platform built for Enterprise Blockchain. It dramatically accelerates and simplifies private blockchain network creation and operation for enterprises. Kaleido is running hundreds of blockchain networks around the world for its enterprise customers and is the leading blockchain technology provider for Amazon Web Services, a strategic partner.Kaleido is set apart by its culture focused on putting people first and that's manifested in how we treat each other, how we build products, and how we deliver it to our customers.We move fast, put real product in customers' hands, and iterate and learn as we move towards scale. This will allow you to make an immediate, high impact within a small, and nimble team.Blockchain is a rapidly developing emerging technology and we're excited to be one of the first pioneers in the field. Our team comes with deep technical experience and a dedication to the project, but we still like to have fun and take full advantage of our startup environment by playing ping pongs during breaks, enjoying beer on the tap after work, and more. Our team, based in urban startup hub Raleigh, NC., is continually growing and looking for more like-minded individuals. Find out more at https://kaleido.io ( https://kaleido.io )Kaleido is incubated by ConsenSys, a venture production studio and the leading technology firm in blockchain globally. ConsenSys was started by co-founder of Ethereum Joseph Lubin, with over 50 projects and 1,000+ members around the world. The ConsenSys mission is to use the decentralized solutions from its projects to fundamentally reshape the economic, social, and political operating systems of the planet.ResponsibilitiesWhat we're looking forTechnical QualificationsPreferred Technical QualificationsKaleido is proud to be an equal opportunity employer and deeply values diversity. We strive to create an inclusive environment for the diverse cultures, perspectives, and experiences in our workforce."
128,7,"

        kraken",30+ days ago,https://www.indeed.com/rc/clk?jk=904df06b3bd067b4&fccid=66d394411dd2efad&vjs=3,Remote,,"
            Tell us about your experience with Bitcoin, Ethereum, or alts. Kraken is one of the largest and most successful bitcoin exchanges in the world and we’re growing...","
UI/UX Frontend Security Engineer
","Kraken is one of the largest and most successful bitcoin exchanges in the world and we’re growing faster than ever. We’re looking for people who constantly push themselves to think differently and chart exciting new paths in a rapidly growing industry. Kraken is a diverse group of dreamers and doers, we truly believe our success depends on having both in spades. Join us and the movement to change the way the world thinks about money.

Learn more about us:

Catch up on our blog

Our Engineering team is having a blast while delivering the most sophisticated crypto-trading platform out there. Help us continue to define and lead the industry."
129,8,"
        SFOX",30+ days ago,https://www.indeed.com/rc/clk?jk=6f79f5362313b815&fccid=d73dc8b5826665fe&vjs=3,"Los Angeles, CA",,"
            Full command of Node.js, Ethereum, Solidity, Go, Python, git and Continuous Integration/Deployment based workflows....","
Software Engineer: Blockchain
","
• Passion to work on public key cryptography (and blockchain)
• Server side and blockchain experience is a plus
• Experience with javascript, Go, and C++
• Good practical knowledge of sql in general and mysql in particular
• Passion for innovation and for working in early stage startups
• Work on developing our blockchain solutions and securing our advanced trade platform
• Full command of Node.js, Ethereum, Solidity, Go, Python, git and Continuous Integration/Deployment based workflows
• Formally trained and experience in cryptography, systems security, cloud security and privacy, distributed database systems and data analytics
• Previous hands-on software engineering experience working with cryptographic solutions, API-based applications, Amazon AWS, mobile and web-based blockchain software products on Linux-based, Windows, Android, and iOS platforms

SFOX is seeking a server side developer to work on blockchain technology. If you like blockchains, cyber security, cryptography, solving Rubik's cubes - we want to talk to you.RoleYou will work on making it easy to use blockchains, secure our systems and improve our key management systems. You will work closely with our founder and CTO and learn how to work on blockchain platforms, applied cryptography, financial engineering, and much more!About YouWhat you'll doWe love"
130,9,"

        Tron",30+ days ago,https://www.indeed.com/rc/clk?jk=e769db541d5eb753&fccid=0291d13b357c085b&vjs=3,"San Francisco, CA",,"
            Experience with development on other blockchains, ie Ethereum; TRON is dedicated to build the infrastructure for a decentralized Internet....","
Engineering Manager, Blockchain
","
• Research new and upcoming changes and trends in the blockchain-based technical field;
• Maintain documentation and guides for using and connecting to TRON's blockchain network;
• Establish and maintain the environments in which blockchain solutions can be implemented, including development, testing, and production environments;
• Travel to China occasionally to work with the team in person.
• Willing to / Able to research and implement cutting-edge blockchain technology;
• Good at one or more of these languages: Java, Go, or C/C++;
• Comfortable in a multinational startup, especially working with China, environment;
• Experience in the development of blockchain technology;
• Experience with development on other blockchains, ie Ethereum;

TRON is dedicated to build the infrastructure for a decentralized Internet. The Tron Protocol, one of the largest blockchain-based operating systems in the world, offers scalable, high-availability, and high-throughput platform that serves as the foundation for all decentralized applications in the TRON ecosystem.Your job will include, but are not limited to:Learn more about TRONhttps://tron.network/enindex.htmlhttps://github.com/tronprotocolhttps://www.facebook.com/tronfoundationhttps://twitter.com/tronfoundation?lang=enPursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
131,10,"

        Tron",30+ days ago,https://www.indeed.com/rc/clk?jk=af9d3619a88d2255&fccid=0291d13b357c085b&vjs=3,"San Francisco, CA",,"
            Experience with development on other blockchains, ie Ethereum; TRON is dedicated to build the infrastructure for a decentralized Internet....","
Software Engineer
","TRON is dedicated to build the infrastructure for a decentralized Internet. The Tron Protocol, one of the largest blockchain-based operating systems in the world, offers scalable, high-availability, and high-throughput platform that serves as the foundation for all decentralized applications in the TRON ecosystem.

Your job will include, but are not limited to:
• Maintain documentation and guides for using and connecting to TRON's blockchain network;
• Establish and maintain the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
• Familiar with one or more of these languages: Java, Go, or C/C++;
• Experience in the development of blockchain technology;
• Experience with development on other blockchains, ie Ethereum;



 Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
132,0,"

        CyberCoders",1 day ago,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4epZMf2rqWy1NftZuaZ6NfN2EE2x3H9JzQrKnLXeyf2KzL6j6ia0g4Xv0T2Ed_skqSs_sP1CjjL6axUUGL2UVTkQJ-Zhb2dBim1oBr5qS5L4P1pQoBGiyiWuQbG9f4L-Yxs2oVsL-8MZk4tdYEUaGkgTd-FiEWCRZo9FNCay9iFHk4lX2Mum5Gs-tX8N_kM0XjlL-CJ-85Tbm1inBYFxsAb9OiDZkuZja0FTzGs_ESb4h6p_4auouwC_-CjnyrEcxu19aoufNLtJyePcoZaO08rqvSnEQC2Ud6PZ-T896i8Slp5mbWMS4TRB4dguiYSecJXpZ9XLpsST9JFL1v60EhFXnz1co-6M9XZfE94MP_1zziJsdYGcL25_IQqNpty1blF6hQTzuhaG3e7xgrBpHJJo_bjGNMjceVDCAJo0ZkoYS6dk0juSbmBTIz0i4cAUYuSediTJSEihZbKlZSUp2T0KUGNJgfNoGnhqbuf8uuNBbSawjpnXjZFif8iSZafvj8Cait4iaE8lQ4SgX03un8zk7aJDoWSpG1lnYpdQL0bAoGKE5AmUMJWiMX1UufP4qh48DPjyAUuun9WUVkFAiTnCBLdMMBf79VNJJloiYhMFlgqvmGqcyxaE=&vjs=3&p=2&sk=&fvj=0,"Pasadena, CA 91101","
                $160,000 - $200,000 a year","
Ethereum Developer - 100% REMOTE. This is a brand new opening for an Ethereum expert! So, if you are a Ethereum Developer - 100% REMOTE with experience, please...",Ethereum Developer - 100% REMOTE,"We are a fully funded blockchain startup that's looking to change the way that financial corporations communicate. Because of our recent influx of clients, we are looking to expand our development team. We currently have a team of about 50 employees based in Los Angeles - several engineers already work fully remote and we have all the tools for you to do so.

 

 This is a brand new opening for an Ethereum expert! We are hoping you have at least 5+ years of professional development experience on AWS, and at least one year of working professionally with Ethereum.

 

 If you're looking for the flexibility to work from home, apply today!

What You Need for this Position

What's In It for You

So, if you are a Ethereum Developer - 100% REMOTE with experience, please apply today!

Applicants must be authorized to work in the U.S.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
